"","id","search_query","topic","top_terms"
"876",59233,"gaza war",3,"jewish, people, judaism, know, now"
"877",30878,"gaza war",1,"madawi, vermont, new, asked, mosen"
"878",30878,"gaza war",2,"people, vermont, going, peace, also"
"879",30878,"gaza war",3,"pain, well, want, justice, university"
"880",67131,"gaza war",1,"israel, law, international, court, people"
"881",67131,"gaza war",2,"israel, international, palestinian, law, people"
"882",67131,"gaza war",3,"right, international, opinion, israel, law"
"883",73012,"gaza war",1,"aid, now, get, netanyahu, think"
"884",73012,"gaza war",2,"people, see, say, can, just"
"885",73012,"gaza war",3,"aid, now, israeli, well, israel"
"886",19715,"gaza war",1,"swaine, can, hamas, fighters, fence"
"887",19715,"gaza war",2,"swaine, hamas, hebrew, yeah, see"
"888",19715,"gaza war",3,"israeli, attack, hamas, swaine, videos"
"889",96805,"gaza war",1,"radar, rico, contact, mig, iraqi"
"890",96805,"gaza war",2,"rico, two, can, left, miles"
"891",96805,"gaza war",3,"rico, enemy, sees, mig, pulls"
"892",94696,"gaza war",1,"israel, mossad, time, mughniyeh, dubai"
"893",94696,"gaza war",2,"hezbollah, mahmoud, one, even, dubai"
"894",94696,"gaza war",3,"mossad, israel, one, mughniyeh, hamas"
"895",37579,"gaza war",1,"tunnels, underground, may, hamas, used"
"896",37579,"gaza war",2,"tunnels, gaza, tunnel, underground, may"
"897",37579,"gaza war",3,"israel, underground, tunnels, gaza, using"
"898",44374,"gaza war",1,"donald, elon, trump, musk, said"
"899",44374,"gaza war",2,"musk, trump, donald, people, day"
"900",44374,"gaza war",3,"trump, elon, donald, musk, president"
"901",74583,"gaza war",1,"also, british, people, gaza, now"
"902",74583,"gaza war",2,"people, european, palestinian, review, government"
"903",74583,"gaza war",3,"israel, israeli, gaza, palestine, talk"
"904",62205,"gaza war",1,"like, going, trump, know, musk"
"905",62205,"gaza war",2,"think, really, trump, like, musk"
"906",62205,"gaza war",3,"trump, vance, musk, just, peter"
"907",39668,"gaza war",1,"north, missile, radar, systems, see"
"908",39668,"gaza war",2,"radar, canada, now, able, north"
"909",39668,"gaza war",3,"missile, canada, defense, america, threats"
"910",29346,"gaza war",1,"like, operation, israeli, mad, leader"
"911",29346,"gaza war",2,"dubai, operation, passports, allies, one"
"912",29346,"gaza war",3,"hamas, passports, israel, well, mad"
"913",92577,"gaza war",1,"musk, know, trump, really, musk's"
"914",92577,"gaza war",2,"kind, now, elon, mean, trump"
"915",92577,"gaza war",3,"think, always, trump, big, kind"
"916",39192,"gaza war",1,"aid, now, reports, iran, opposition"
"917",39192,"gaza war",2,"nuclear, iran, region, take, israel"
"918",39192,"gaza war",3,"iran, israel, iraq, aid, nuclear"
"919",81396,"gaza war",1,"haskell, music, company, day, see"
"920",81396,"gaza war",2,"haskell, think, new, back, every"
"921",81396,"gaza war",3,"haskell, team, better, years, company"
"922",93862,"gaza war",1,"care, gaza, hospitals, left, children"
"923",93862,"gaza war",2,"gaza, children, now, immediate, see"
"924",93862,"gaza war",3,"health, one, children, system, gaza"
"925",47310,"gaza war",1,"morris, taiwan, china, made, company"
"926",47310,"gaza war",2,"texas, taiwan, morris, taiwanese, made"
"927",47310,"gaza war",3,"china, morris, tsmc, texas, chang"
"928",44110,"gaza war",1,"germany’s, german, also, germany, energy"
"929",44110,"gaza war",2,"economy, german, energy, goods, export"
"930",44110,"gaza war",3,"germany, economic, germany’s, like, also"
"931",35830,"gaza war",1,"china, philippines, sea, south, close"
"932",35830,"gaza war",2,"vietnam, philippines, military, that’s, china"
"933",35830,"gaza war",3,"china, sea, philippines, south, reef"
"934",43338,"gaza war",1,"know, right, think, whether, kind"
"935",43338,"gaza war",2,"know, right, think, israel, people"
"936",43338,"gaza war",3,"going, just, like, trump, right"
"937",15644,"gaza war",1,"right, jeffrey, trump, friedman, want"
"938",15644,"gaza war",2,"know, thomas, going, friedman, one"
"939",15644,"gaza war",3,"know, israel, goldberg, jeffrey, trump"
"940",41691,"gaza war",1,"data, water, center, community, centers"
"941",41691,"gaza war",2,"silicon, water, just, empire, energy"
"942",41691,"gaza war",3,"valley, data, one, empire, sam"
"943",39187,"gaza war",1,"administration, trump, court, people, yeah"
"944",39187,"gaza war",2,"deported, trump, mexico, return, administration"
"945",39187,"gaza war",3,"now, judge, court, administration, can"
"946",86871,"gaza war",1,"foreign, temporary, workers, canadian, now"
"947",86871,"gaza war",2,"just, workers, job, temporary, even"
"948",86871,"gaza war",3,"canadians, labor, foreign, jobs, workers"
"949",36532,"gaza war",1,"tariffs, market, trump's, trump, canada"
"950",36532,"gaza war",2,"trump, just, tariffs, mexico, like"
"951",36532,"gaza war",3,"canada, know, companies, going, pause"
"952",84289,"gaza war",1,"can, company, made, profit, grocery"
"953",84289,"gaza war",2,"just, andrew, grams, food, like"
"954",84289,"gaza war",3,"product, andrew, can, milk, inflation"
"955",10409,"gaza war",1,"law, protesters, ktla, immigration, los"
"956",10409,"gaza war",2,"federal, agents, immigration, now, los"
"957",10409,"gaza war",3,"angeles, one, downtown, agents, chris"
"958",81363,"gaza war",1,"administration, plane, combs, students, president"
"959",81363,"gaza war",2,"reporter, tonight, one, night, cudi"
"960",81363,"gaza war",3,"reporter, barbecue, harvard, last, new"
"961",51753,"gaza war",1,"reporter, now, says, well, people"
"962",51753,"gaza war",2,"reporter, now, back, tonight, president"
"963",51753,"gaza war",3,"graduation, just, tonight, said, reporter"
"964",26627,"gaza war",1,"just, like, americans, bill, voted"
"965",26627,"gaza war",2,"billion, trillion, dollars, okay, well"
"966",26627,"gaza war",3,"musk, beautiful, already, big, one"
"967",83149,"gaza war",1,"families, people, time, can, bonds"
"968",83149,"gaza war",2,"going, howard, pay, lutnik, get"
"969",83149,"gaza war",3,"lutnik, tariffs, going, think, bonds"
"970",28621,"gaza war",1,"new, thing, now, one, cuomo"
"971",28621,"gaza war",2,"city, man, adams, new, cuomo"
"972",28621,"gaza war",3,"new, rats, right, stephen, cynthia"
"973",73084,"gaza war",1,"elon, laughter, like, trump, musk"
"974",73084,"gaza war",2,"trump, now, taco, know, laughter"
"975",73084,"gaza war",3,"big, beautiful, one, bill, laughter"
"976",60984,"gaza war",1,"population, palestine, going, austrian, just"
"977",60984,"gaza war",2,"one, population, like, palestinian, israelis"
"978",60984,"gaza war",3,"palestine, jewish, british, land, going"
"979",84019,"gaza war",1,"states, weapons, war, united, iraq"
"980",84019,"gaza war",2,"war, iraq, oil, weapons, destruction"
"981",84019,"gaza war",3,"states, united, iraq, george, kuwait"
"982",38510,"gaza war",1,"years, two, can, class, nixon"
"983",38510,"gaza war",2,"really, force, people, just, one"
"984",38510,"gaza war",3,"years, just, force, space, one"
"985",20287,"gaza war",1,"think, world, look, trade, know"
"986",20287,"gaza war",2,"know, kind, world, steve, say"
"987",20287,"gaza war",3,"revolution, know, netherlands, well, right"
"988",55795,"gaza war",1,"think, mean, know, gaza, israel"
"989",55795,"gaza war",2,"israel, know, years, people, now"
"990",55795,"gaza war",3,"know, think, sure, israel, way"
"991",58954,"gaza war",1,"just, say, terry, criminal, court"
"992",58954,"gaza war",2,"one, like, audience, people, can"
"993",58954,"gaza war",3,"terry, audience, said, fact, people"
"994",22258,"gaza war",1,"social, media, people, know, kids"
"995",22258,"gaza war",2,"going, kind, can, thing, get"
"996",22258,"gaza war",3,"know, like, social, really, look"
"997",45268,"gaza war",1,"civilians, ukrainian, attack, attacks, total"
"998",45268,"gaza war",2,"russians, ukraine, russian, russia, war"
"999",45268,"gaza war",3,"president, ukraine, well, russian, paul"
"1000",98800,"gaza war",1,"needs, years, much, government, germany"
"1001",98800,"gaza war",2,"economy, really, germany, invest, election"
"1002",98800,"gaza war",3,"germany, well, government, german, money"
"1003",33194,"gaza war",1,"energy, comes, fuel, machines, oil"
"1004",33194,"gaza war",2,"like, used, get, use, energy"
"1005",33194,"gaza war",3,"energy, just, electric, fossil, every"
"1006",62429,"gaza war",1,"new, pope, reporter, tonight, says"
"1007",62429,"gaza war",2,"pope, first, people, trump, today"
"1008",62429,"gaza war",3,"pope, president, reporter, trump, kohberger"
"1009",95053,"gaza war",1,"trump, people, musk, house, lot"
"1010",95053,"gaza war",2,"trump, just, government, said, think"
"1011",95053,"gaza war",3,"musk, now, elon, like, know"
"1012",88620,"gaza war",1,"universities, well, like, banning, education"
"1013",88620,"gaza war",2,"people, country, say, american, university"
"1014",88620,"gaza war",3,"know, jewish, people, think, states"
"1015",94520,"gaza war",1,"hamas, israeli, security, remote, ben"
"1016",94520,"gaza war",2,"israeli, israel, attack, security, settlements"
"1017",94520,"gaza war",3,"hamas, israel, fence, israeli, troops"
"1018",95396,"gaza war",1,"jewish, jews, country, religion, people"
"1019",95396,"gaza war",2,"jews, jew, israel, now, like"
"1020",95396,"gaza war",3,"israel, jews, nationality, say, zionism"
"1021",91177,"gaza war",1,"also, put, taylor, one, point"
"1022",91177,"gaza war",2,"one, like, georgia, talk, furries"
"1023",91177,"gaza war",3,"right, just, man, know, georgia"
"1024",54274,"gaza war",1,"gaza, starvation, now, mass, piece"
"1025",54274,"gaza war",2,"alex, israel, gaza, now, beginning"
"1026",54274,"gaza war",3,"gaza, just, food, israel, system"
"1027",75135,"gaza war",1,"harvard, students, speech, commencement, international"
"1028",75135,"gaza war",2,"students, harvard, school, mit, class"
"1029",75135,"gaza war",3,"harvard, palestine, students, speech, one"
"1030",21710,"gaza war",1,"rights, going, know, human, legacy"
"1031",21710,"gaza war",2,"well, one, omaha, legacy, malcolm"
"1032",21710,"gaza war",3,"malcolm, know, assassination, family, father"
"1033",41461,"gaza war",1,"interview, investment, banker, people, things"
"1034",41461,"gaza war",2,"take, going, give, advice, best"
"1035",41461,"gaza war",3,"day, hard, every, first, make"
"1036",76908,"gaza war",1,"citizenship, birthright, children, jurisdiction, amendment"
"1037",76908,"gaza war",2,"citizen, one, born, amendment, citizenship"
"1038",76908,"gaza war",3,"citizenship, actually, birthright, citizens, one"
"1039",17375,"gaza war",1,"defense, spending, welfare, government, money"
"1040",17375,"gaza war",2,"government, minister, cuts, welfare, now"
"1041",17375,"gaza war",3,"welfare, people, spending, government, minister"
"1042",88834,"gaza war",1,"gaza, hamas, need, israel, framework"
"1043",88834,"gaza war",2,"humanitarian, two, trucks, idf, need"
"1044",88834,"gaza war",3,"political, gaza, hamas, israel, idf"
"1045",56653,"gaza war",1,"government, israeli, people, israel, think"
"1046",56653,"gaza war",2,"people, government, prime, gaza, israel"
"1047",56653,"gaza war",3,"israel, israeli, britain, great, may"
"1048",92551,"gaza war",1,"machines, one, euv, chip, asml's"
"1049",92551,"gaza war",2,"asml, chips, euv, can, chip"
"1050",92551,"gaza war",3,"euv, chips, light, advanced, lithography"
"1051",13105,"gaza war",1,"world, elon, musk, president, times"
"1052",13105,"gaza war",2,"trump, elon, one, times, post"
"1053",13105,"gaza war",3,"musk, donald, biden, trump, white"
"1054",93317,"gaza war",1,"xai, said, trump, just, now"
"1055",93317,"gaza war",2,"back, combs, says, president, ventura"
"1056",93317,"gaza war",3,"news, today, tonight, days, just"
"1057",91216,"gaza war",1,"tsmc, fab, make, advanced, now"
"1058",91216,"gaza war",2,"tsmc, chips, chip, arizona, fab"
"1059",91216,"gaza war",3,"chips, advanced, tsmc, taiwan, like"
"1060",25623,"gaza war",1,"president, reporter, big, tom, right"
"1061",25623,"gaza war",2,"tonight, white, one, two, just"
"1062",25623,"gaza war",3,"reporter, now, nintendo, new, saying"
"1063",60810,"gaza war",1,"ever, one, suez, given, ship"
"1064",60810,"gaza war",2,"canal, ship, suez, quite, front"
"1065",60810,"gaza war",3,"one, ship, given, vessel, captain"
"1066",32461,"gaza war",1,"around, airfield, ukrainian, ukrainians, take"
"1067",32461,"gaza war",2,"airfield, first, helicopters, ukraine, ukrainian"
"1068",32461,"gaza war",3,"russian, land, airport, battle, ukrainians"
"1069",42351,"gaza war",1,"dinghy, hornell, water, wave, boat"
"1070",42351,"gaza war",2,"men, catalina, hornell, towards, second"
"1071",42351,"gaza war",3,"hornell, see, catalina, fire, get"
"1072",55685,"gaza war",1,"target, hit, sees, pilot, american"
"1073",55685,"gaza war",2,"american, two, towards, pulls, back"
"1074",55685,"gaza war",3,"one, missile, back, pilot, jet"
"1075",98990,"gaza war",1,"goldberg, ann, something, yes, peter"
"1076",98990,"gaza war",2,"know, just, jeffrey, leigh, like"
"1077",98990,"gaza war",3,"people, know, think, trump, jeffrey"
"1078",63521,"gaza war",1,"russian, city, brigade, ukrainians, plant"
"1079",63521,"gaza war",2,"russians, defenses, ukrainian, troops, vehicles"
"1080",63521,"gaza war",3,"russian, brigade, just, avdka, ukrainian"
"1081",96143,"gaza war",1,"musk, elon, trump's, donald, going"
"1082",96143,"gaza war",2,"musk, elon, bill, budget, donald"
"1083",96143,"gaza war",3,"trump, donald, elon, bill, said"
"1084",64554,"gaza war",1,"like, universities, american, much, know"
"1085",64554,"gaza war",2,"today, mccarthyism, student, trump, federal"
"1086",64554,"gaza war",3,"universities, american, university, now, higher"
"1087",66554,"gaza war",1,"also, gaza, injuries, hospitals, hospital"
"1088",66554,"gaza war",2,"israel, seeing, now, rose, colleagues"
"1089",66554,"gaza war",3,"hospital, gaza, rose, like, around"
"1090",45495,"gaza war",1,"people, like, print, lot, gaza"
"1091",45495,"gaza war",2,"people, understand, like, photos, growing"
"1092",45495,"gaza war",3,"photos, feel, know, children, sure"
"1093",63365,"gaza war",1,"know, people, one, like, things"
"1094",63365,"gaza war",2,"know, think, yeah, can, gonna"
"1095",63365,"gaza war",3,"need, people, just, know, think"
"1096",19489,"gaza war",1,"know, administration, sanctions, can, trump"
"1097",19489,"gaza war",2,"administration, judge, know, orders, court"
"1098",19489,"gaza war",3,"court, trump, contempt, just, can"
"1099",93626,"gaza war",1,"sha, iran, war, helicopter, islam"
"1100",93626,"gaza war",2,"iran, sha, just, people, time"
"1101",93626,"gaza war",3,"now, ayatollah, iranian, people, years"
"1102",88979,"gaza war",1,"trump, former, ever, see, one"
"1103",88979,"gaza war",2,"trump, president, just, elon, one"
"1104",88979,"gaza war",3,"trump, like, two, got, donald"
"1105",41828,"gaza war",1,"china, ports, countries, like, china's"
"1106",41828,"gaza war",2,"port, chinese, countries, network, trade"
"1107",41828,"gaza war",3,"china, military, network, china's, chinese"
"1108",44479,"gaza war",1,"nato, military, still, minister, stadium"
"1109",44479,"gaza war",2,"sleep, kosovo, people, also, prime"
"1110",44479,"gaza war",3,"plastic, kosovo, war, clear, researchers"
"1111",97743,"gaza war",1,"new, now, today, combs, people"
"1112",97743,"gaza war",2,"one, combs, just, says, say"
"1113",97743,"gaza war",3,"president, new, ventura, tonight, air"
"1114",83802,"gaza war",1,"home, working, going, work, like"
"1115",83802,"gaza war",2,"home, work, working, time, think"
"1116",83802,"gaza war",3,"work, people, just, think, know"
"1117",92288,"gaza war",1,"ari, can, brain, time, important"
"1118",92288,"gaza war",2,"ari, really, amarjot, brains, just"
"1119",92288,"gaza war",3,"amarjot, peekaboo, can, five, build"
"1120",17329,"gaza war",1,"humanitarian, civilians, gaza, international, aid"
"1121",17329,"gaza war",2,"international, now, can, council, scale"
"1122",17329,"gaza war",3,"gaza, aid, president, israeli, civilians"
